transaction_id,transaction_time,amount,merchant_latitude,merchant_longitude,customer_distance,transaction_hour,day_of_week,previous_fraud_count,avg_transaction_amount,transaction_frequency,device_type,ip_country_mismatch,card_age_days,is_fraud
TXN000505,2025/2/2 09:19,7.03,19.112979,-96.494428,123.5,9,6,0,84.15,7.6,0,0,2775,legitimate
TXN000506,2025/5/15 21:37,43.64,-61.01451,-32.468945,15.3,21,3,0,68.59,7.49,0,0,1839,legitimate
TXN000507,2025/6/18 11:12,51.57,78.874435,154.157151,106.8,11,2,0,292.42,6.14,0,0,698,legitimate
TXN000508,2025/12/9 19:17,34.15,45.758795,-59.793772,19.2,19,1,0,28.27,1.83,1,0,2120,legitimate
TXN000509,2025/9/6 12:03,67.07,77.028896,123.173377,53.4,12,5,0,112.8,1.6,2,0,2260,legitimate
TXN000510,2025/9/8 04:06,106.38,62.340897,111.546872,16.8,4,0,0,123.4,1.24,2,0,659,legitimate
TXN000511,2025/9/10 23:28,134.63,-17.790564,-82.600611,61.5,23,2,0,164.32,2.1,0,0,2570,legitimate
TXN000512,2025/8/20 10:16,87.99,14.807549,-171.560154,3.7,10,2,0,98.81,0.49,0,0,2615,legitimate
TXN000513,2025/12/16 07:13,149.71,-3.850204,-35.790875,18.7,7,1,0,71.19,7.39,2,0,1847,legitimate
TXN000514,2025/7/5 22:33,46.91,-50.22447,-75.88557,97.2,22,5,0,49.1,6.08,0,0,523,legitimate
TXN000515,2025/12/22 13:56,219.31,3.686359,-132.51755,15.7,13,0,0,24.64,7.43,2,0,1043,legitimate
TXN000516,2025/8/27 03:19,67.96,35.180597,119.065176,2.5,3,2,0,443.64,3.2,2,0,1858,legitimate
TXN000517,2025/7/2 02:51,19.99,-60.882121,-46.822601,53.8,2,2,0,38.47,7.12,2,0,1349,legitimate
TXN000518,2025/1/27 17:38,520.83,-53.933101,117.983977,16.5,17,0,1,0.31,7.86,0,0,698,legitimate
TXN000519,2025/12/23 19:27,60.91,70.761449,-153.728808,72.1,19,1,0,206.03,5.5,0,0,2014,legitimate
TXN000520,2025/4/8 00:26,9.2,61.956727,-160.517133,13.9,0,1,0,8.15,5.82,0,0,2134,legitimate
TXN000521,2025/1/16 20:31,11.73,-23.517971,-120.997177,10.5,20,3,0,117.93,3.2,0,0,762,legitimate
TXN000522,2025/12/17 00:28,98.85,-71.474776,-33.62293,67.7,0,2,0,169.47,7.08,0,0,234,legitimate
TXN000523,2025/9/24 15:35,32.59,-36.922165,134.989808,57.8,15,2,0,127.16,4,1,0,1080,legitimate
TXN000524,2025/7/4 20:23,39.68,-43.567724,-21.012354,4.4,20,4,1,47.74,1.86,1,0,554,legitimate
TXN000525,2025/12/6 09:59,1955.77,18.820831,7.538245,7.3,9,5,0,117.02,0.38,0,0,1199,legitimate
TXN000526,2025/5/25 17:07,96.11,-7.765971,24.529395,12.5,17,6,0,44.13,3.41,1,0,2443,fraudulent
TXN000527,2025/9/25 15:15,135.53,-83.593712,64.610827,50.2,15,3,1,78.27,1.26,2,0,521,legitimate
TXN000528,2025/7/19 06:06,295.68,22.974923,150.698778,68.9,6,5,1,119.32,2.75,2,0,1766,legitimate
TXN000529,2025/10/19 05:12,20.84,-9.765096,-127.502549,29.6,5,6,1,255.33,5.39,1,0,1512,legitimate
TXN000530,2025/8/10 09:57,60.51,-59.076479,154.451417,57,9,6,0,95.23,6.24,0,0,2266,legitimate
TXN000531,2025/6/8 22:58,92.07,-1.012957,108.34942,105.1,22,6,1,25.92,4.06,0,0,881,legitimate
TXN000532,2025/2/9 10:59,4.06,-72.478707,136.775758,40.3,10,6,0,42.7,4.27,0,0,2463,fraudulent
TXN000533,2025/10/27 04:16,3906.59,-48.659225,-75.089785,7,4,0,0,53.21,3.26,1,0,109,legitimate
TXN000534,2025/2/17 00:10,162.06,48.039798,-137.964493,71.9,0,0,0,,2.64,0,0,1954,fraudulent
TXN000535,2025/8/6 10:30,4.34,-53.997858,-63.953528,17.4,10,2,0,34.64,0.77,0,0,745,legitimate
TXN000536,2025/12/18 09:59,84.81,66.364583,138.361406,93.8,9,3,0,135.14,3.98,0,0,1441,legitimate
TXN000537,2025/3/8 01:25,65.37,-61.324872,-87.174333,,1,5,0,183.78,4.88,0,0,2714,fraudulent
TXN000538,2025/8/25 17:29,233.45,-5.946306,-151.391847,93.3,17,0,0,24.18,7.14,0,0,339,legitimate
TXN000539,2025/12/23 05:59,67.07,81.481644,-112.267554,66.7,5,1,1,264.65,6.78,0,0,2839,legitimate
TXN000540,2025/8/20 12:19,10.55,-64.301297,160.21496,49.6,12,2,0,239.83,5.02,0,0,106,legitimate
TXN000541,2025/9/5 07:06,67.49,80.122094,-40.231295,20.7,7,4,0,25.54,3.66,0,0,1997,legitimate
TXN000542,2025/9/20 04:50,11.43,24.500657,2.016721,21.5,4,5,0,87.35,1.36,0,0,2726,legitimate
TXN000543,2025/5/12 22:00,90.59,5.307651,171.759297,43,22,0,0,103.64,3.32,2,0,2,legitimate
TXN000544,2025/2/26 20:20,116.79,-69.811156,105.09547,31.5,20,2,0,163.3,5.01,0,0,119,legitimate
TXN000545,2025/5/7 22:56,35.84,52.790012,50.826548,9.8,22,2,0,49.1,1.35,2,1,975,legitimate
TXN000546,2025/7/7 11:57,37.42,80.44417,-170.091397,7.7,11,0,0,14.85,2.09,0,0,1881,legitimate
TXN000547,2025/10/6 18:24,572.4,19.927821,-79.660436,19.9,18,0,0,155.38,5.64,0,0,586,legitimate
TXN000548,2025/3/19 10:50,26.73,25.517179,-50.110775,42.6,10,2,0,44.62,7.44,1,0,2604,legitimate
TXN000549,2025/6/6 10:39,54.96,-88.476637,94.426107,29.8,10,4,1,172.23,4.72,0,0,1148,legitimate
TXN000550,2025/1/22 00:38,29.3,45.73702,-174.375237,40.7,0,2,0,109.65,3.27,0,0,386,legitimate
TXN000551,2025/12/4 17:39,751.15,31.425516,-14.592848,41.8,17,3,0,35.25,2.45,0,0,590,legitimate
TXN000552,2025/6/25 09:57,33.38,49.377962,49.564788,75.7,9,2,0,638.21,5.27,0,0,1213,legitimate
TXN000553,2025/6/2 16:15,114.56,19.541023,7.25326,,16,0,0,31.22,0.8,0,1,2403,legitimate
TXN000554,2025/11/9 09:06,59.1,35.881577,78.386132,122.8,9,6,0,92.06,4.32,1,0,745,legitimate
TXN000555,2025/4/3 02:29,24.62,19.01967,-145.224327,40.1,2,3,0,134,6.02,0,0,2489,legitimate
TXN000556,2025/6/3 20:21,152.01,-7.722216,59.25366,86.8,20,1,0,97.64,1.78,0,0,1306,legitimate
TXN000557,2025/7/17 02:31,75.12,-30.831579,45.540449,8.2,2,3,0,22.39,2.22,0,0,278,legitimate
TXN000558,2025/12/22 18:37,94.62,-71.835911,175.564314,39.4,18,0,0,64.59,0.47,0,0,206,legitimate
TXN000559,2025/4/10 13:11,48.41,12.965716,-105.35366,69.9,13,3,0,10.14,4.46,0,0,2107,legitimate
TXN000560,2025/8/26 05:04,25.7,45.983437,-121.136288,62.6,5,1,0,301.71,6.72,0,0,1468,legitimate
TXN000561,2025/9/22 20:55,37.99,87.72579,82.079659,15.3,20,0,1,74.36,6.12,0,0,2164,legitimate
TXN000562,2025/10/13 10:43,7.35,-67.806517,56.096283,39.1,10,0,0,46.96,3.17,0,0,2597,legitimate
TXN000563,2025/5/18 15:56,147.99,-58.205723,-165.108295,5.4,15,6,0,220.24,5.51,1,0,1567,legitimate
TXN000564,2025/4/21 16:15,72.44,-16.761684,45.679571,18.2,16,0,0,146.41,6.77,1,0,1084,legitimate
TXN000565,2025/4/22 11:45,12.26,32.387292,-0.330485,19.2,11,1,0,15.34,0.39,0,0,2305,legitimate
TXN000566,2025/4/15 20:11,137.61,29.300437,-112.215564,37.6,20,1,0,74,1.32,2,0,1565,legitimate
TXN000567,2025/4/6 13:52,37.63,-78.367994,-146.065389,43.1,13,6,0,170.08,3.79,1,1,1220,fraudulent
TXN000568,2025/2/14 11:24,170.04,32.722364,111.991728,12.2,11,4,1,19.94,4.38,0,0,1837,legitimate
TXN000569,2025/1/26 03:20,35.82,-42.670969,36.879834,31.3,3,6,0,11.64,4.98,0,0,939,legitimate
TXN000570,2025/7/24 03:46,207.64,64.853388,45.894818,61.5,3,3,0,12.88,7.74,0,1,2107,fraudulent
TXN000571,2025/8/6 23:23,21.53,64.671868,-65.332779,,23,2,0,38.76,3.72,2,0,2534,legitimate
TXN000572,2025/5/11 08:00,0.05,49.635323,-94.659589,92.1,8,6,0,1.56,0.1,1,0,1046,legitimate
TXN000573,2025/4/12 08:29,59.15,-71.049215,33.927159,33.6,8,5,1,32.68,1.68,1,0,2765,legitimate
TXN000574,2025/7/14 19:55,143.63,-3.295922,122.897618,,19,0,0,270.33,3.98,0,0,60,legitimate
TXN000575,2025/9/17 16:55,19.38,-39.064486,-111.378601,,16,2,0,143.64,7.19,0,0,2648,legitimate
TXN000576,2025/4/4 04:46,37.67,53.081995,111.324807,168,4,4,0,47.34,3.07,2,0,1623,legitimate
TXN000577,2025/11/29 23:47,10.48,-37.197424,29.633133,28.5,23,5,0,83.88,5.88,0,0,866,legitimate
TXN000578,2025/5/3 13:09,9.3,13.190165,-5.688835,159.4,13,5,0,2.4,4.85,1,0,1368,legitimate
TXN000579,2025/5/16 20:34,20.33,-55.602463,-76.045042,132.2,20,4,0,64.27,2.72,2,0,969,legitimate
TXN000580,2025/2/9 01:28,0.64,27.500135,161.624352,75.1,1,6,0,11.58,2.04,0,0,110,legitimate
TXN000581,2025/5/16 04:11,3.77,74.470903,118.860986,0.5,4,4,0,165.01,7.16,0,0,2256,legitimate
TXN000582,2025/4/23 01:34,1098.52,80.07877,8.116261,38.6,1,2,0,46.69,5.51,0,0,1114,legitimate
TXN000583,2025/10/29 09:43,113.81,22.987196,-85.887472,111.5,9,2,0,28.49,2.31,0,0,1392,legitimate
TXN000584,2025/12/23 14:52,11.49,-71.606459,110.346845,78.7,14,1,0,225.13,4.32,1,0,1755,legitimate
TXN000585,2025/1/22 02:58,132.82,52.111363,-85.791324,39,2,2,0,17.91,3.09,0,0,607,legitimate
TXN000586,2025/8/7 22:12,17.44,-53.265701,-110.639094,23.8,22,3,0,8.24,4.45,1,0,2503,legitimate
TXN000587,2025/6/10 21:08,1832.76,-41.117324,-159.524453,,21,1,0,21.1,5.61,1,0,1167,legitimate
TXN000588,2025/9/23 04:06,122.62,-19.740739,-132.260829,28.6,4,1,0,52.63,7.19,0,0,1872,legitimate
TXN000589,2025/3/8 23:37,45.66,36.561633,-96.283273,12.9,23,5,1,196.13,1.11,1,0,746,legitimate
TXN000590,2025/12/6 01:38,40.3,2.930493,50.412493,5.2,1,5,0,5.51,7.31,0,0,1193,legitimate
TXN000591,2025/10/24 05:16,86.71,36.124771,37.864498,68.7,5,4,2,233.53,5.96,1,0,604,legitimate
TXN000592,2025/4/23 21:08,56.45,8.987455,-53.106375,119.6,21,2,1,32.82,1.32,1,0,1951,legitimate
TXN000593,2025/8/25 07:06,148.06,31.098833,-81.368855,13.9,7,0,0,48.7,5.66,0,0,1914,legitimate
TXN000594,2025/4/17 01:20,177.58,-77.637485,166.983554,209.5,1,3,0,75.95,6.41,0,0,941,legitimate
TXN000595,2025/1/30 07:49,64.39,-78.460082,-0.027077,116.5,7,3,0,96.31,1.79,1,0,716,fraudulent
TXN000596,2025/12/9 20:28,161.33,71.262708,65.957897,199,20,1,0,81.41,4.42,0,0,1805,legitimate
TXN000597,2025/1/6 12:12,14.43,9.670272,103.456746,22.1,12,0,0,4.16,1.2,2,0,1567,legitimate
TXN000598,2025/2/12 08:34,13.66,18.326822,8.248257,,8,2,0,35.65,6.09,0,0,959,legitimate
TXN000599,2025/3/10 22:14,1.25,16.887052,76.208145,74.9,22,0,0,112.78,0.6,1,0,2208,legitimate
TXN000600,2025/9/15 01:34,40.96,24.363036,25.51569,83,1,0,0,237.29,2.6,2,0,1693,legitimate
TXN000601,2025/7/7 07:22,38.52,-2.703469,19.110764,64.5,7,0,0,40.22,3.83,1,0,667,legitimate
TXN000602,2025/8/28 09:42,73.02,30.709197,10.137854,31.1,9,3,0,7.65,1.75,1,0,1978,legitimate
TXN000603,2025/1/21 10:52,673.27,-14.570639,152.262416,22.5,10,1,0,47.98,1.46,2,1,1268,legitimate
TXN000604,2025/4/30 06:47,13.93,3.571989,67.102962,23.3,6,2,0,212.54,3.22,2,0,56,legitimate
TXN000605,2025/5/20 07:40,238.21,83.79053,-133.762338,78.6,7,1,1,20.72,6.08,0,0,765,legitimate
TXN000606,2025/3/7 13:48,34.8,52.520281,113.079423,21.4,13,4,0,63.68,1.9,1,0,2459,legitimate
TXN000607,2025/11/4 21:40,20.03,-43.835312,8.351074,21.2,21,1,0,12.26,7.08,0,0,2575,legitimate
TXN000608,2025/11/12 09:31,135.91,-76.834967,-17.216396,207.5,9,2,0,350.8,5.3,1,0,2836,fraudulent
TXN000609,2025/5/26 05:23,50.46,62.860914,163.407903,36.8,5,0,0,177.59,2.8,0,0,70,legitimate
TXN000610,2025/5/5 06:39,104.11,14.973486,-83.115749,94.2,6,0,0,164.77,3.91,0,0,2682,legitimate
TXN000611,2025/6/25 13:53,39.99,35.052913,73.826297,0.3,13,2,0,155.26,6.54,0,0,2027,legitimate
TXN000612,2025/6/13 14:05,110.98,-26.421983,-1.088488,39.9,14,4,0,101.61,1.51,0,0,1513,legitimate
TXN000613,2025/12/27 03:01,40.3,17.757158,33.827242,53.5,3,5,0,38.85,0.61,0,0,2867,legitimate
TXN000614,2025/6/4 21:26,79.94,88.946605,-42.217447,86.6,21,2,0,,3.41,2,0,2196,legitimate
TXN000615,2025/9/29 03:16,52.77,-40.632131,31.71884,72.5,3,0,0,285.08,5.33,0,1,650,legitimate
TXN000616,2025/4/26 10:13,38.68,-4.683449,-177.289248,200.9,10,5,0,16.61,4.46,0,0,480,fraudulent
TXN000617,2025/11/4 06:30,183.83,61.295967,54.34781,100.6,6,1,0,67.58,6.92,1,0,174,legitimate
TXN000618,2025/11/5 03:33,173.95,19.881944,-98.60751,8.7,3,2,0,89.83,7.32,0,0,638,legitimate
TXN000619,2025/12/1 12:21,205.57,-33.915002,108.353565,30.1,12,0,0,46.47,5.34,0,0,780,legitimate
TXN000620,2025/9/22 11:13,942.24,87.250132,159.558362,118.1,11,0,0,29.22,7.56,2,0,2154,fraudulent
TXN000621,2025/6/2 07:42,42.4,76.686109,133.385837,58.8,7,0,0,33.59,4.91,0,0,311,legitimate
TXN000622,2025/8/13 19:03,13.82,-0.495047,34.407006,25.3,19,2,0,22.2,3.64,0,1,2325,legitimate
TXN000623,2025/11/17 17:53,35.25,54.847758,-146.774873,81.7,17,0,0,2.47,4.05,0,0,2872,legitimate
TXN000624,2025/12/17 20:10,33.56,-83.620594,166.545705,43.7,20,2,0,48.13,2.67,0,0,947,legitimate
TXN000625,2025/3/8 19:41,73.31,57.550843,-97.603032,13.7,19,5,0,60.48,5.12,0,1,385,legitimate
TXN000626,2025/6/3 16:25,166.86,-52.418872,-46.110236,111.7,16,1,1,79.76,5.75,0,0,2633,legitimate
TXN000627,2025/5/23 07:40,306.48,-89.711798,92.130409,17.6,7,4,1,6.14,2.62,0,0,2506,legitimate
TXN000628,2025/3/26 08:40,19.19,-44.775989,38.093106,5,8,2,0,21.89,5.99,0,0,162,legitimate
TXN000629,2025/2/27 09:27,98.9,35.745125,40.126334,356.3,9,3,0,54.47,0.53,0,0,2613,legitimate
TXN000630,2025/9/15 17:28,13.59,-24.465403,-168.977547,11.1,17,0,0,5.53,3.64,1,0,2502,legitimate
TXN000631,2025/4/26 02:24,17.27,-46.438581,-111.279754,1.6,2,5,0,58.94,4.11,1,0,1006,legitimate
TXN000632,2025/3/25 20:20,258.54,22.67041,-163.991533,33.5,20,1,0,7.73,5.74,0,0,1059,legitimate
TXN000633,2025/5/6 08:02,4.67,-17.723355,129.128651,2.2,8,1,0,64.52,2.64,2,0,1973,legitimate
TXN000634,2025/5/29 05:36,12.72,-71.710429,-163.717443,31,5,3,0,165.83,2.3,2,0,2470,legitimate
TXN000635,2025/11/12 17:28,539.52,-13.593927,-31.397785,18.7,17,2,0,80.08,3.81,0,0,1384,legitimate
TXN000636,2025/5/18 20:14,2409.42,-11.906669,-73.397138,17.4,20,6,0,7.33,4.74,2,0,131,fraudulent
TXN000637,2025/11/8 14:02,58.15,-57.728347,-35.602915,14.2,14,5,0,45.51,6.39,2,0,1035,legitimate
TXN000638,2025/1/23 05:03,42.71,-31.324819,41.219552,23.5,5,3,0,231.61,5.48,2,0,79,legitimate
TXN000639,2025/4/16 11:59,79.6,-9.806897,87.677309,144.4,11,2,1,110.48,5.78,1,0,453,legitimate
TXN000640,2025/7/15 16:25,81.13,50.067776,145.586447,,16,1,1,18.2,7.49,0,0,1224,legitimate
TXN000641,2025/7/29 01:43,56.82,-29.776636,-138.780075,92.5,1,1,0,36.66,2.83,0,0,156,legitimate
TXN000642,2025/9/23 22:48,197.75,42.861893,-58.519266,16.5,22,1,0,151.21,2.9,0,0,454,legitimate
TXN000643,2025/10/18 00:49,29.88,25.34045,-45.318723,7.2,0,5,0,228.32,6.28,0,0,681,legitimate
TXN000644,2025/1/7 22:24,53.99,17.533152,164.731466,33,22,1,0,80.76,5.72,0,0,30,legitimate
TXN000645,2025/12/14 00:44,32.94,61.709974,-115.531845,78.9,0,6,0,44.38,3.11,0,0,692,legitimate
TXN000646,2025/12/2 02:38,10,28.82119,115.511248,,2,1,0,14.64,6.92,0,0,1662,legitimate
TXN000647,2025/7/18 20:31,40.23,-53.499912,24.003968,27.7,20,4,0,126,4.46,1,0,630,legitimate
TXN000648,2025/9/15 21:47,43.16,88.247194,77.14915,83.1,21,0,0,138.59,4.76,0,0,1939,legitimate
TXN000649,2025/12/22 11:24,310.72,3.001708,116.508,34.1,11,0,0,91.64,1.65,0,0,2909,legitimate
TXN000650,2025/4/11 10:48,21.93,7.853753,-60.03182,117.1,10,4,1,7.42,2.77,2,0,1803,legitimate
TXN000651,2025/3/20 06:02,51.67,20.729498,19.28607,55.2,6,3,0,135.76,7.15,1,0,1745,legitimate
TXN000652,2025/4/15 20:26,7.87,-40.169594,-34.043889,29.4,20,1,0,79.12,2.7,1,1,1751,legitimate
TXN000653,2025/6/12 02:04,83.77,83.627338,-169.83491,129.3,2,3,0,122.78,1.1,0,0,99,legitimate
TXN000654,2025/9/19 09:53,39.08,-8.721187,-168.886497,45.3,9,4,1,60.68,4.38,0,0,2215,legitimate
TXN000655,2025/11/29 01:28,9.87,27.602771,-97.430138,,1,5,0,50.51,1.99,0,0,382,legitimate
TXN000656,2025/10/2 19:34,89.6,11.450337,-95.813321,7.1,19,3,0,147.55,0.71,0,0,2100,legitimate
TXN000657,2025/2/5 02:58,5.69,-74.35162,1.951879,66.2,2,2,0,341.33,5.88,1,0,1642,legitimate
TXN000658,2025/8/26 13:39,16.21,25.091884,155.324739,29.7,13,1,0,,0.99,0,0,2567,legitimate
TXN000659,2025/7/5 13:56,10.93,71.069258,-45.646473,34.4,13,5,0,250.38,7.67,0,0,1345,legitimate
TXN000660,2025/2/27 09:36,15.85,31.669663,-8.347287,15.2,9,3,0,21.55,1.81,0,0,1679,legitimate
TXN000661,2025/12/2 16:21,24.37,7.199143,-40.61276,17.7,16,1,0,45.18,7.1,0,0,2034,legitimate
TXN000662,2025/12/8 04:40,10.85,-63.247031,17.294264,140.6,4,0,1,22.65,6.12,1,0,2637,legitimate
TXN000663,2025/9/9 21:46,118.89,48.518917,142.280742,40.9,21,1,0,10.49,6,2,0,2774,legitimate
TXN000664,2025/3/13 14:06,7.87,50.947352,-66.682082,27.5,14,3,0,15.95,7.74,1,0,2617,legitimate
TXN000665,2025/7/21 01:28,281.83,-2.713264,131.425368,3.3,1,0,1,192.58,3.12,1,0,290,fraudulent
TXN000666,2025/8/5 02:13,52.67,-82.555178,-86.877772,160,2,1,0,8.93,4.01,0,0,506,legitimate
TXN000667,2025/1/28 02:38,37.07,-68.420066,-17.801783,16.7,2,1,0,28.57,5.15,0,0,1249,legitimate
TXN000668,2025/2/28 15:34,163.86,20.424334,157.124106,110.8,15,4,0,64.06,4.32,0,0,1920,legitimate
TXN000669,2025/1/31 11:47,32.61,86.756407,-163.680118,,11,4,0,211.42,3.91,1,0,413,legitimate
TXN000670,2025/2/21 03:42,64.18,21.471118,58.283591,9.8,3,4,0,48.19,6.77,0,0,2717,legitimate
TXN000671,2025/11/26 10:55,60.63,-27.852779,104.669641,22,10,2,0,20.1,7.46,2,0,2828,legitimate
TXN000672,2025/3/21 05:22,135.2,26.638228,-113.093099,46.1,5,4,0,266.97,1.42,1,0,2780,fraudulent
TXN000673,2025/10/9 05:55,23.77,2.522453,31.663745,22.3,5,3,0,215.3,5.2,0,0,523,legitimate
TXN000674,2025/11/29 18:01,196.71,25.224606,37.349138,4,18,5,0,62.19,1.31,0,0,2023,legitimate
TXN000675,2025/12/15 12:40,116.82,12.332972,78.02857,8.7,12,0,0,38.4,5.52,0,0,440,legitimate
TXN000676,2025/1/16 23:53,67.92,43.999365,61.092477,82.1,23,3,0,120.26,0.39,0,0,2449,legitimate
TXN000677,2025/4/22 11:40,48.72,86.599979,27.498654,1.4,11,1,0,126.32,0.58,0,0,203,legitimate
TXN000678,2025/8/20 20:40,49.01,-15.719442,-21.256579,107.4,20,2,0,108.49,2.4,1,0,2381,legitimate
TXN000679,2025/4/8 19:25,4.67,-69.122349,57.045615,105.8,19,1,0,117.67,2.82,1,0,2436,fraudulent
TXN000680,2025/1/20 08:34,62.29,41.700856,-134.185085,2.4,8,0,0,13.9,5.91,1,0,2595,legitimate
TXN000681,2025/3/18 13:41,40.92,-12.205593,-79.558219,,13,1,0,20.92,2.36,0,0,524,legitimate
TXN000682,2025/10/13 07:51,129.15,10.296071,-164.818339,105.8,7,0,0,49.69,1.81,1,0,2459,legitimate
TXN000683,2025/3/8 21:20,76.28,79.496122,-135.138437,5.7,21,5,0,,3.67,0,0,2405,legitimate
TXN000684,2025/5/3 11:04,112.76,65.428641,-16.245102,56.9,11,5,0,306.95,6.99,0,0,1220,legitimate
TXN000685,2025/7/5 15:32,50.68,-7.368087,-76.727322,71.7,15,5,0,46.45,2.35,0,0,548,legitimate
TXN000686,2025/1/14 06:41,60.18,-39.476611,128.135373,117.6,6,1,0,33.84,5.54,1,1,2904,legitimate
TXN000687,2025/2/3 15:13,35.07,-37.024716,146.27612,15.2,15,0,0,31.9,6.48,1,0,211,legitimate
TXN000688,2025/2/21 19:00,155.65,38.952453,59.256663,314,19,4,0,17.16,3.2,0,0,2220,legitimate
TXN000689,2025/3/29 03:28,171.84,82.420599,-59.62789,3.1,3,5,0,35.55,6.7,0,0,1970,legitimate
TXN000690,2025/9/1 21:02,101.61,-56.786958,152.597841,75.1,21,0,0,97.7,7.15,1,0,1940,legitimate
TXN000691,2025/4/22 13:56,19.26,-42.376568,-163.810328,12.5,13,1,1,45.73,6.2,1,0,574,legitimate
TXN000692,2025/8/12 13:47,31.13,-49.238449,11.161326,9.7,13,1,0,205.81,6.49,2,0,2428,legitimate
TXN000693,2025/12/9 19:29,69.35,-1.200483,148.944209,2.4,19,1,0,47.65,0.29,0,0,76,legitimate
TXN000694,2025/6/26 05:23,112.15,59.246159,-9.578487,115.9,5,3,0,142.67,3.12,1,0,144,legitimate
TXN000695,2025/8/23 15:47,88.2,80.722877,-85.536341,25.1,15,5,0,42.78,6.34,0,0,2630,legitimate
TXN000696,2025/12/8 06:34,78.82,53.975919,-58.888286,48.6,6,0,0,8.11,7.57,1,0,556,legitimate
TXN000697,2025/6/26 14:32,57.1,-24.618293,78.668433,30.4,14,3,1,136.39,6.43,0,0,2162,legitimate
TXN000698,2025/10/19 07:10,68.17,-8.569836,171.847915,114.8,7,6,0,4.73,3.49,0,0,1264,legitimate
TXN000699,2025/6/23 14:53,81.8,16.356025,-97.357778,23.6,14,0,0,104.53,0.63,1,0,857,legitimate
TXN000700,2025/8/16 15:23,8.02,51.05625,-135.711945,22.2,15,5,0,119.15,2.58,0,0,2414,legitimate
TXN000701,2025/11/2 00:14,38.97,46.159345,145.693728,8.5,0,6,0,114.23,7.55,0,0,198,legitimate
TXN000702,2025/1/31 01:29,132.76,-76.455683,-9.265853,129.3,1,4,0,88.44,0.48,0,0,1953,legitimate
TXN000703,2025/12/23 01:05,168.36,66.429501,-129.160907,33.9,1,1,0,342.67,1.44,0,0,751,legitimate
TXN000704,2025/7/1 11:27,235.74,-7.802891,122.038163,14.8,11,1,0,36.13,0.53,0,0,2454,legitimate
TXN000705,2025/5/15 04:38,34.79,-74.683816,-39.000426,36.3,4,3,0,,2.05,1,0,554,legitimate
TXN000706,2025/11/16 07:44,47.43,-33.570334,148.458736,17.2,7,6,1,282.62,0.92,0,0,1448,legitimate
TXN000707,2025/5/18 08:04,5.56,72.574223,127.070899,63,8,6,0,78.94,2.13,0,0,2869,legitimate
TXN000708,2025/3/24 19:21,181.28,84.720494,129.11944,20.6,19,0,0,464.61,2.87,1,0,1257,fraudulent
TXN000709,2025/12/13 20:08,189.19,49.218529,-164.603847,39.3,20,5,0,36.29,5.3,1,0,1897,legitimate
TXN000710,2025/10/5 21:16,14.5,75.925742,-154.801304,,21,6,0,95.22,2.74,2,0,1453,legitimate
TXN000711,2025/12/18 14:11,17.4,-8.189815,3.240487,41.6,14,3,0,16.28,7.26,2,0,2918,legitimate
TXN000712,2025/1/12 21:43,5.53,17.559791,-118.984088,5,21,6,1,195.02,3.78,0,1,2366,legitimate
TXN000713,2025/12/30 07:52,37.19,-53.316801,112.798773,12.2,7,1,0,149.28,5.37,0,0,92,legitimate
TXN000714,2025/6/9 03:42,298.11,35.318326,151.117194,60.9,3,0,0,152.73,1.15,1,0,2721,legitimate
TXN000715,2025/10/8 03:29,4.12,-19.966249,-94.765625,102.3,3,2,0,222.96,0.61,1,0,693,legitimate
TXN000716,2025/1/25 18:55,206.28,44.548153,-94.114951,75.9,18,5,0,90.81,5.68,0,0,2340,legitimate
TXN000717,2025/12/5 21:49,167.01,37.822734,-168.980743,37.7,21,4,0,34.03,7.56,1,0,2754,legitimate
TXN000718,2025/4/13 03:42,29.35,58.777705,47.573893,27.5,3,6,,47.88,1.73,0,1,1451,legitimate
TXN000719,2025/8/3 13:46,245.94,-38.682732,96.403053,4.3,13,6,0,124.67,0.31,1,0,2740,legitimate
TXN000720,2025/6/25 12:24,67.65,-22.16097,61.670043,,12,2,0,128.77,4.37,1,1,1510,legitimate
TXN000721,2025/8/17 13:23,754.34,-48.438215,-120.60815,62.4,13,6,0,22.36,4.83,0,0,87,legitimate
TXN000722,2025/7/14 15:32,115.46,42.235789,81.961171,65.3,15,0,0,29.98,1,0,0,428,legitimate
TXN000723,2025/11/11 08:40,199.79,-74.836026,89.923976,41.5,8,1,0,60.75,6.54,0,0,120,legitimate
TXN000724,2025/1/20 03:35,90.74,-62.394655,55.63819,,3,0,0,,5.68,0,0,1319,legitimate
TXN000725,2025/9/15 09:19,5.08,-47.503726,-149.384831,35.3,9,0,0,343.13,1.38,2,0,1407,legitimate
TXN000726,2025/5/2 03:21,412.9,20.220821,136.086478,262.4,3,4,0,30.57,4.5,0,0,259,legitimate
TXN000727,2025/3/30 23:01,71.97,32.72664,27.531372,95.6,23,6,0,88.33,4.26,0,0,662,legitimate
TXN000728,2025/9/26 07:46,34.34,15.436137,37.40492,30.6,7,4,0,268.28,5.46,2,1,2125,legitimate
TXN000729,2025/6/7 20:53,46.03,10.304432,-110.616062,34.4,20,5,0,35.77,7.09,2,0,2484,legitimate
TXN000730,2025/2/25 07:51,871.82,-2.85322,-103.718267,136.8,7,1,,181.9,0.73,2,0,59,fraudulent
TXN000731,2025/5/4 20:03,29.77,-30.110834,97.952441,152,20,6,0,46.37,2.87,2,0,2421,legitimate
